geonameid,name,asciiname,name_en,name_es,name_fr,name_it,name_ru,lat,lon,elevation,timezone,feature_code,is_capital,iso_a2,iso_a3,country_name,admin1_code,admin1_name,population,metro_population,pop_growth_10yr,annual_mean_temp,max_temp_warmest_month,min_temp_coldest_month,temp_annual_range,annual_precipitation,sunshine_hours_yr,mean_wind_speed,pm25,pm10,gdp_per_capita_ppp,hdi,internet_pct,life_expectancy,urban_pct,agri_pct_gdp,industry_pct_gdp,services_pct_gdp,literacy_rate,gini,co2_per_capita,hospital_beds_per_1k
3471691,Araxá,Araxa,Araxá,Araxá,Araxá,Araxá,Араша,-19.59333,-46.94056,1002.0,America/Sao_Paulo,PPL,no,BR,BRA,Brazil,15,Minas Gerais,111691,,,,,,,,,,,,22338.4766,0.76,,,87.8959,5.7523,20.9407,,94.8005,,,2.52
3465644,Conselheiro Lafaiete,Conselheiro Lafaiete,Conselheiro Lafaiete,Conselheiro Lafaiete,Conselheiro Lafaiete,Conselheiro Lafaiete,Консельейру-Лафаети,-20.66028,-43.78611,998.0,America/Sao_Paulo,PPL,no,BR,BRA,Brazil,15,Minas Gerais,111596,,,,,,,,,,,,22338.4766,0.76,,,87.8959,5.7523,20.9407,,94.8005,,,2.52
3451668,Resende,Resende,Resende,Resende,Resende,Resende,Резенди,-22.46889,-44.44667,408.0,America/Sao_Paulo,PPL,no,BR,BRA,Brazil,21,Rio de Janeiro,111514,,,,,,,,,,,,22338.4766,0.76,,,87.8959,5.7523,20.9407,,94.8005,,,2.52
3663529,Manacapuru,Manacapuru,Manacapuru,Manacapuru,Manacapuru,Manacapuru,Манакапуру,-3.29972,-60.62056,34.0,America/Manaus,PPL,no,BR,BRA,Brazil,04,Amazonas,110691,,,,,,,,,,,,22338.4766,0.76,,,87.8959,5.7523,20.9407,,94.8005,,,2.52
3445993,Tubarão,Tubarao,Tubarão,Tubarão,Tubarão,Tubarão,Тубаран,-28.46667,-49.00694,7.0,America/Sao_Paulo,PPL,no,BR,BRA,Brazil,26,Santa Catarina,110088,,,,,,,,,,,,22338.4766,0.76,,,87.8959,5.7523,20.9407,,94.8005,,,2.52
11427402,Luis Eduardo Magalhães,Luis Eduardo Magalhaes,Luis Eduardo Magalhães,Luis Eduardo Magalhães,Luis Eduardo Magalhães,Luis Eduardo Magalhães,Luis Eduardo Magalhães,-12.09086,-45.78501,767.0,America/Bahia,PPL,no,BR,BRA,Brazil,05,Bahia,107909,,,,,,,,,,,,22338.4766,0.76,,,87.8959,5.7523,20.9407,,94.8005,,,2.52
3460733,Itaperuna,Itaperuna,Itaperuna,Itaperuna,Itaperuna,Itaperuna,Итаперуна,-21.205,-41.88778,123.0,America/Sao_Paulo,PPL,no,BR,BRA,Brazil,21,Rio de Janeiro,107246,,,,,,,,,,,,22338.4766,0.76,,,87.8959,5.7523,20.9407,,94.8005,,,2.52
3404817,Breves,Breves,Breves,Breves,Breves,Breves,Breves,-1.68222,-50.48028,7.0,America/Belem,PPL,no,BR,BRA,Brazil,16,Pará,106968,,,,,,,,,,,,22338.4766,0.76,,,87.8959,5.7523,20.9407,,94.8005,,,2.52
6316298,Açailândia,Acailandia,Açailândia,Açailândia,Açailândia,Açailândia,Açailândia,-4.94667,-47.50472,243.0,America/Fortaleza,PPL,no,BR,BRA,Brazil,13,Maranhão,106550,,,,,,,,,,,,22338.4766,0.76,,,87.8959,5.7523,20.9407,,94.8005,,,2.52
3460064,Jataí,Jatai,Jatai,Jatai,Jatai,Jatai,Jatai,-17.87939,-51.72166,741.0,America/Sao_Paulo,PPL,no,BR,BRA,Brazil,29,Goiás,105729,,,,,,,,,,,,22338.4766,0.76,,,87.8959,5.7523,20.9407,,94.8005,,,2.52
3456117,Nova Serrana,Nova Serrana,Nova Serrana,Nova Serrana,Nova Serrana,Nova Serrana,Nova Serrana,-19.87611,-44.98361,715.0,America/Sao_Paulo,PPL,no,BR,BRA,Brazil,15,Minas Gerais,105552,,,,,,,,,,,,22338.4766,0.76,,,87.8959,5.7523,20.9407,,94.8005,,,2.52
3393106,Paragominas,Paragominas,Paragominas,Paragominas,Paragominas,Paragominas,Paragominas,-2.99565,-47.35488,83.0,America/Belem,PPL,no,BR,BRA,Brazil,16,Pará,105550,,,,,,,,,,,,22338.4766,0.76,,,87.8959,5.7523,20.9407,,94.8005,,,2.52
3471374,Assis,Assis,Assis,Assis,Assis,Assis,Ассис,-22.66167,-50.41222,560.0,America/Sao_Paulo,PPLA2,no,BR,BRA,Brazil,27,São Paulo,105087,,,,,,,,,,,,22338.4766,0.76,,,87.8959,5.7523,20.9407,,94.8005,,,2.52
3453420,Planaltina,Planaltina,Planaltina,Planaltina,Planaltina,Planaltina,Planaltina,-15.45278,-47.61417,1038.0,America/Sao_Paulo,PPL,no,BR,BRA,Brazil,29,Goiás,105031,,,,,,,,,,,,22338.4766,0.76,,,87.8959,5.7523,20.9407,,94.8005,,,2.52
3407357,Araguaína,Araguaina,Araguaína,Araguaína,Araguaína,Araguaína,Арагуаина,-7.19111,-48.20722,237.0,America/Araguaina,PPL,no,BR,BRA,Brazil,31,Tocantins,105019,,,,,,,,,,,,22338.4766,0.76,,,87.8959,5.7523,20.9407,,94.8005,,,2.52
3458696,Lavras,Lavras,Lavras,Lavras,Lavras,Lavras,Лаврас,-21.24528,-44.99972,924.0,America/Sao_Paulo,PPL,no,BR,BRA,Brazil,15,Minas Gerais,104761,,,,,,,,,,,,22338.4766,0.76,,,87.8959,5.7523,20.9407,,94.8005,,,2.52
3456500,Muriaé,Muriae,Muriaé,Muriaé,Muriaé,Muriaé,Муриаэ,-21.13056,-42.36639,212.0,America/Sao_Paulo,PPL,no,BR,BRA,Brazil,15,Minas Gerais,104108,,,,,,,,,,,,22338.4766,0.76,,,87.8959,5.7523,20.9407,,94.8005,,,2.52
3455729,Ourinhos,Ourinhos,Ourinhos,Ourinhos,Ourinhos,Ourinhos,Ориньюс,-22.97889,-49.87056,488.0,America/Sao_Paulo,PPL,no,BR,BRA,Brazil,27,São Paulo,103970,,,,,,,,,,,,22338.4766,0.76,,,87.8959,5.7523,20.9407,,94.8005,,,2.52
3406910,Bacabal,Bacabal,Bacabal,Bacabal,Bacabal,Bacabal,Бакабал,-4.23246,-44.78164,24.0,America/Fortaleza,PPL,no,BR,BRA,Brazil,13,Maranhão,103711,,,,,,,,,,,,22338.4766,0.76,,,87.8959,5.7523,20.9407,,94.8005,,,2.52
3460974,Itabaiana,Itabaiana,Itabaiana,Itabaiana,Itabaiana,Itabaiana,Itabaiana,-10.685,-37.42528,190.0,America/Maceio,PPL,no,BR,BRA,Brazil,28,Sergipe,103440,,,,,,,,,,,,22338.4766,0.76,,,87.8959,5.7523,20.9407,,94.8005,,,2.52
3445859,Ubá,Uba,Ubá,Ubá,Ubá,Ubá,Уба,-21.12,-42.94278,343.0,America/Sao_Paulo,PPL,no,BR,BRA,Brazil,15,Minas Gerais,103365,,,,,,,,,,,,22338.4766,0.76,,,87.8959,5.7523,20.9407,,94.8005,,,2.52
3460791,Itanhaém,Itanhaem,Itanhaém,Itanhaém,Itanhaém,Itanhaém,Итаньяэн,-24.18306,-46.78889,12.0,America/Sao_Paulo,PPLA2,no,BR,BRA,Brazil,27,São Paulo,103102,,,,,,,,,,,,22338.4766,0.76,,,87.8959,5.7523,20.9407,,94.8005,,,2.52
3449521,Santo Antônio de Jesus,Santo Antonio de Jesus,Santo Antônio de Jesus,Santo Antônio de Jesus,Santo Antônio de Jesus,Santo Antônio de Jesus,Santo Antônio de Jesus,-12.96889,-39.26139,214.0,America/Bahia,PPL,no,BR,BRA,Brazil,05,Bahia,103055,,,,,,,,,,,,22338.4766,0.76,,,87.8959,5.7523,20.9407,,94.8005,,,2.52
3460523,Ituiutaba,Ituiutaba,Ituiutaba,Ituiutaba,Ituiutaba,Ituiutaba,Итиютаба,-18.97428,-49.46212,571.0,America/Sao_Paulo,PPL,no,BR,BRA,Brazil,15,Minas Gerais,102217,,,,,,,,,,,,22338.4766,0.76,,,87.8959,5.7523,20.9407,,94.8005,,,2.52
3460132,Japeri,Japeri,Japeri,Japeri,Japeri,Japeri,Japeri,-22.64306,-43.65333,32.0,America/Sao_Paulo,PPL,no,BR,BRA,Brazil,21,Rio de Janeiro,102149,,,,,,,,,,,,22338.4766,0.76,,,87.8959,5.7523,20.9407,,94.8005,,,2.52
3393008,Parintins,Parintins,Parintins,Parintins,Parintins,Parintins,Паринтинса,-2.62833,-56.73583,17.0,America/Manaus,PPL,no,BR,BRA,Brazil,04,Amazonas,101956,,,,,,,,,,,,22338.4766,0.76,,,87.8959,5.7523,20.9407,,94.8005,,,2.52
3458131,Mairiporã,Mairipora,Mairiporã,Mairiporã,Mairiporã,Mairiporã,Майрипоран,-23.31861,-46.58667,752.0,America/Sao_Paulo,PPLA2,no,BR,BRA,Brazil,27,São Paulo,101937,,,,,,,,,,,,22338.4766,0.76,,,87.8959,5.7523,20.9407,,94.8005,,,2.52
3406545,Balsas,Balsas,Balsas,Balsas,Balsas,Balsas,Бальсас,-7.5325,-46.03556,254.0,America/Fortaleza,PPL,no,BR,BRA,Brazil,13,Maranhão,101767,,,,,,,,,,,,22338.4766,0.76,,,87.8959,5.7523,20.9407,,94.8005,,,2.52
3459342,Lagarto,Lagarto,Lagarto,Lagarto,Lagarto,Lagarto,Lagarto,-10.91722,-37.65,138.0,America/Maceio,PPL,no,BR,BRA,Brazil,28,Sergipe,101579,,,,,,,,,,,,22338.4766,0.76,,,87.8959,5.7523,20.9407,,94.8005,,,2.52
3465944,Colatina,Colatina,Colatina,Colatina,Colatina,Colatina,Колатина,-19.53944,-40.63056,82.0,America/Sao_Paulo,PPL,no,BR,BRA,Brazil,08,Espírito Santo,101190,,,,,,,,,,,,22338.4766,0.76,,,87.8959,5.7523,20.9407,,94.8005,,,2.52
3446621,Teófilo Otoni,Teofilo Otoni,Teófilo Otoni,Teófilo Otoni,Teófilo Otoni,Teófilo Otoni,Теофилу-Отони,-17.8575,-41.50528,343.0,America/Sao_Paulo,PPL,no,BR,BRA,Brazil,15,Minas Gerais,101170,,,,,,,,,,,,22338.4766,0.76,,,87.8959,5.7523,20.9407,,94.8005,,,2.52
3374036,Bridgetown,Bridgetown,Bridgetown,Bridgetown,Bridgetown,Bridgetown,Бриджтаун,13.10732,-59.62021,10.0,America/Barbados,PPLC,national,BB,BRB,Barbados,08,Saint Michael,98511,,,,,,,,,,,,24822.5343,0.809,,,59.5397,1.5751,12.3572,,,,,6.4
1820906,Bandar Seri Begawan,Bandar Seri Begawan,Bandar Seri Begawan,Bandar Seri Begawan,Bandar Seri Begawan,Bandar Seri Begawan,Бандар-Сери-Бегаван,4.89035,114.94006,10.0,Asia/Brunei,PPLC,national,BN,BRN,Brunei,02,Brunei-Muara District,64409,,,,,,,,,,,,89879.3615,0.829,,,74.8983,1.1745,61.6755,,,,,3.58
1252416,Thimphu,Thimphu,Thimphu,Timbu,Thimphou,Thimphu,Тхимпху,27.46609,89.64191,2307.0,Asia/Thimphu,PPLC,national,BT,BTN,Bhutan,20,Thimphu District,98676,,,,,,,,,,,,16215.152,0.666,,,42.5645,14.9931,29.4045,,64.91,,,2.16
933773,Gaborone,Gaborone,Gaborone,Gaborone,Gaborone,Gaborone,Габороне,-24.65451,25.90859,1011.0,Africa/Gaborone,PPLC,national,BW,BWA,Botswana,14,Gaborone,246325,,,,,,,,,,,,20538.132,0.708,,,67.4624,1.7122,29.3593,,,,,2.36
933778,Francistown,Francistown,Francistown,Francistown,Francistown,Francistown,Франсистаун,-21.17,27.50778,989.0,Africa/Gaborone,PPLA,admin1,BW,BWA,Botswana,13,City of Francistown,103417,,,,,,,,,,,,20538.132,0.708,,,67.4624,1.7122,29.3593,,,,,2.36
2389853,Bangui,Bangui,Bangui,Bangui,Bangui,Bangui,Банги,4.36122,18.55496,351.0,Africa/Bangui,PPLC,national,CF,CAF,Central African Republic,18,Bangui,812407,,,,,,,,,,,,1263.1023,0.387,,,44.1244,27.8986,20.0335,,42.44,,,
2388873,Bimbo,Bimbo,Bimbo,Bimbo,Bimbo,Bimbo,Bimbo,4.25671,18.41583,371.0,Africa/Bangui,PPLA,admin1,CF,CAF,Central African Republic,17,Ombella-M'Poko,348802,,,,,,,,,,,,1263.1023,0.387,,,44.1244,27.8986,20.0335,,42.44,,,
2387495,Carnot,Carnot,Carnot,Carnot,Carnot,Carnot,Carnot,4.94273,15.87735,551.0,Africa/Bangui,PPLA,admin1,CF,CAF,Central African Republic,19,Mambéré,129032,,,,,,,,,,,,1263.1023,0.387,,,44.1244,27.8986,20.0335,,42.44,,,
2389086,Berbérati,Berberati,Berbérati,Berbérati,Berbérati,Berbérati,Берберати,4.26116,15.79216,599.0,Africa/Bangui,PPLA,admin1,CF,CAF,Central African Republic,04,Mambéré-Kadéï,103713,,,,,,,,,,,,1263.1023,0.387,,,44.1244,27.8986,20.0335,,42.44,,,
6167865,Toronto,Toronto,Toronto,Toronto,Toronto,Toronto,Торонто,43.70643,-79.39864,161.0,America/Toronto,PPLA,admin1,CA,CAN,Canada,08,Ontario,2794356,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
6077243,Montréal,Montreal,Montreal,Montreal,Montréal,Montréal,Монреаль,45.50884,-73.58781,216.0,America/Toronto,PPLA2,no,CA,CAN,Canada,10,Quebec,1762949,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
5913490,Calgary,Calgary,Calgary,Calgary,Calgary,Calgary,Калгари,51.05011,-114.08529,1042.0,America/Edmonton,PPL,no,CA,CAN,Canada,01,Alberta,1306784,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
6094817,Ottawa,Ottawa,Ottawa,Ottawa,Ottawa,Ottawa,Оттава,45.41117,-75.69812,71.0,America/Toronto,PPLC,national,CA,CAN,Canada,08,Ontario,1017449,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
5946768,Edmonton,Edmonton,Edmonton,Edmonton,Edmonton,Edmonton,Эдмонтон,53.55014,-113.46871,610.0,America/Edmonton,PPLA,admin1,CA,CAN,Canada,01,Alberta,1010899,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
6183235,Winnipeg,Winnipeg,Winnipeg,Winnipeg,Winnipeg,Winnipeg,Виннипег,49.8844,-97.14704,245.0,America/Winnipeg,PPLA,admin1,CA,CAN,Canada,03,Manitoba,749607,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
6075357,Mississauga,Mississauga,Mississauga,Mississauga,Mississauga,Mississauga,Миссиссога,43.5789,-79.6583,159.0,America/Toronto,PPL,no,CA,CAN,Canada,08,Ontario,717961,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
5969782,Hamilton,Hamilton,Hamilton,Hamilton,Hamilton,Hamilton,Гамильтон,43.25011,-79.84963,95.0,America/Toronto,PPL,no,CA,CAN,Canada,08,Ontario,569353,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
6159905,Surrey,Surrey,Surrey,Surrey,Surrey,Surrey,Суррей,49.10635,-122.82509,82.0,America/Vancouver,PPL,no,CA,CAN,Canada,02,British Columbia,568322,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
6325494,Québec,Quebec,Québec,Quebec,Québec,Québec,Квебек,46.81228,-71.21454,54.0,America/Toronto,PPLA,admin1,CA,CAN,Canada,10,Quebec,531902,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
6324729,Halifax,Halifax,Halifax,Halifax,Halifax,Halifax,Галифакс,44.64269,-63.57688,60.0,America/Halifax,PPLA,admin1,CA,CAN,Canada,07,Nova Scotia,471559,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
6058560,London,London,London,London,London,London,Лондон,42.98339,-81.23304,252.0,America/Toronto,PPL,no,CA,CAN,Canada,08,Ontario,422324,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
6066513,Markham,Markham,Markham,Markham,Markham,Markham,Маркем,43.86682,-79.2663,168.0,America/Toronto,PPL,no,CA,CAN,Canada,08,Ontario,338503,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
6173577,Vaughan,Vaughan,Vaughan,Vaughan,Vaughan,Vaughan,Вон,43.8361,-79.49827,218.0,America/Toronto,PPL,no,CA,CAN,Canada,08,Ontario,323103,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
6174041,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Виктория,48.4359,-123.35155,18.0,America/Vancouver,PPLA,admin1,CA,CAN,Canada,02,British Columbia,289625,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
6141256,Saskatoon,Saskatoon,Saskatoon,Saskatoon,Saskatoon,Saskatoon,Саскатун,52.13238,-106.66892,484.0,America/Regina,PPL,no,CA,CAN,Canada,11,Saskatchewan,266141,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
5992996,Kitchener,Kitchener,Kitchener,Kitchener,Kitchener,Kitchener,Китченер,43.42537,-80.5112,336.0,America/Toronto,PPLA2,no,CA,CAN,Canada,08,Ontario,256885,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
5911606,Burnaby,Burnaby,Burnaby,Burnaby,Burnaby,Burnaby,Бернаби,49.26636,-122.95263,87.0,America/Vancouver,PPLA3,no,CA,CAN,Canada,02,British Columbia,249125,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
6182962,Windsor,Windsor,Windsor,Windsor,Windsor,Windsor,Уинсор,42.30008,-83.01654,190.0,America/Toronto,PPL,no,CA,CAN,Canada,08,Ontario,229660,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
6119109,Regina,Regina,Regina,Regina,Régina,Regina,Реджайна,50.45008,-104.6178,577.0,America/Regina,PPLA,admin1,CA,CAN,Canada,11,Saskatchewan,226404,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
6122085,Richmond,Richmond,Richmond,Richmond,Richmond,Richmond,Ричмонд,49.17003,-123.13683,9.0,America/Vancouver,PPL,no,CA,CAN,Canada,02,British Columbia,209937,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
6094578,Oshawa,Oshawa,Oshawa,Oshawa,Oshawa,Oshawa,Ошава,43.90012,-78.84957,105.0,America/Toronto,PPL,no,CA,CAN,Canada,08,Ontario,175383,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
5964700,Greater Sudbury,Greater Sudbury,Greater Sudbury,Gran Sudbury,Grand Sudbury,Greater Sudbury,Большой Садбери,46.49,-80.99001,266.0,America/Toronto,PPL,no,CA,CAN,Canada,08,Ontario,166004,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
6137270,Saguenay,Saguenay,Saguenay,Saguenay,Saguenay,Saguenay,Сагеней,48.41675,-71.06573,84.0,America/Toronto,PPL,no,CA,CAN,Canada,10,Quebec,148886,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
5894171,Barrie,Barrie,Barrie,Barrie,Barrie,Barrie,Барри,44.40011,-79.66634,269.0,America/Toronto,PPL,no,CA,CAN,Canada,08,Ontario,147829,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
5990579,Kelowna,Kelowna,Kelowna,Kelowna,Kelowna,Kelowna,Келоуна,49.88307,-119.48568,350.0,America/Vancouver,PPL,no,CA,CAN,Canada,02,British Columbia,144576,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
6169141,Trois-Rivières,Trois-Rivieres,Trois-Rivières,Trois-Rivières,Trois-Rivières,Trois-Rivières,Труа-Ривьер,46.34515,-72.5477,16.0,America/Toronto,PPL,no,CA,CAN,Canada,10,Quebec,144472,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
5967629,Guelph,Guelph,Guelph,Guelph,Guelph,Guelph,Гуэлф,43.54594,-80.25599,335.0,America/Toronto,PPL,no,CA,CAN,Canada,08,Ontario,143740,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
5881791,Abbotsford,Abbotsford,Abbotsford British Columbia,Abbotsford British Columbia,Abbotsford British Columbia,Abbotsford British Columbia,Абботсфорд,49.05798,-122.25257,114.0,America/Vancouver,PPL,no,CA,CAN,Canada,02,British Columbia,141397,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
6155721,St. Catharines,St. Catharines,St. Catharines,St. Catharines,Sainte-Catharine,St. Catharines,Сент-Катаринс,43.17126,-79.24267,102.0,America/Toronto,PPL,no,CA,CAN,Canada,08,Ontario,136803,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
6074377,Milton,Milton,Milton,Milton,Milton,Milton,Милтон,43.51681,-79.88294,194.0,America/Toronto,PPLA2,no,CA,CAN,Canada,08,Ontario,132979,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
5992500,Kingston,Kingston,Kingston,Kingston,Kingston,Kingston,Кингстон,44.22976,-76.48098,83.0,America/Toronto,PPL,no,CA,CAN,Canada,08,Ontario,132485,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
5913695,Cambridge,Cambridge,Cambridge,Cambridge,Cambridge,Cambridge,Кеймбридж,43.3601,-80.31269,272.0,America/Toronto,PPL,no,CA,CAN,Canada,08,Ontario,129920,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
6146143,Sherbrooke,Sherbrooke,Sherbrooke,Sherbrooke,Sherbrooke,Sherbrooke,Шербрук,45.40008,-71.89908,175.0,America/Toronto,PPL,no,CA,CAN,Canada,10,Quebec,129447,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
8556295,Orléans,Orleans,Orléans,Orléans,Orléans,Orléans,Orléans,45.45732,-75.50433,89.0,America/Toronto,PPL,no,CA,CAN,Canada,08,Ontario,125937,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
6138671,Saint-Louis-de-Terrebonne,Saint-Louis-de-Terrebonne,Saint-Louis-de-Terrebonne,Saint-Louis-de-Terrebonne,Saint-Louis-de-Terrebonne,Saint-Louis-de-Terrebonne,Saint-Louis-de-Terrebonne,45.70198,-73.78669,64.0,America/Toronto,PPL,no,CA,CAN,Canada,10,Quebec,119944,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
5882873,Ajax,Ajax,Ajax,Ajax,Ajax,Ajax,Эйджакс,43.85012,-79.03288,97.0,America/Toronto,PPL,no,CA,CAN,Canada,08,Ontario,119677,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
6324733,St. John's,St. John's,St. John's,San Juan de Terranova,Saint-Jean de Terre-Neuve,Saint John's,Сент-Джонс,47.56494,-52.70931,35.0,America/St_Johns,PPLA,admin1,CA,CAN,Canada,05,Newfoundland and Labrador,110525,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
6166142,Thunder Bay,Thunder Bay,Thunder Bay,Thunder Bay,Thunder Bay,Thunder Bay,Тандер-Бей,48.38202,-89.25018,188.0,America/Toronto,PPL,no,CA,CAN,Canada,08,Ontario,108843,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
6354908,Sydney,Sydney,Sydney,Sydney,Sydney,Sydney,Сидни,46.1351,-60.1831,6.0,America/Glace_Bay,PPL,no,CA,CAN,Canada,07,Nova Scotia,105968,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
5907990,Brantford,Brantford,Brantford,Brantford,Brantford,Brantford,Брантфорд,43.1334,-80.26636,200.0,America/Toronto,PPL,no,CA,CAN,Canada,08,Ontario,104688,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
5989045,Kamloops,Kamloops,Kamloops,Kamloops,Kamloops,Kamloops,Камлупс,50.66648,-120.3192,414.0,America/Vancouver,PPL,no,CA,CAN,Canada,02,British Columbia,104460,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
6053154,Lethbridge,Lethbridge,Lethbridge,Lethbridge,Lethbridge,Lethbridge,Летбридж,49.69999,-112.81856,907.0,America/Edmonton,PPL,no,CA,CAN,Canada,01,Alberta,103197,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
5921356,Chilliwack,Chilliwack,Chilliwack,Chilliwack,Chilliwack,Chilliwack,Chilliwack,49.16638,-121.95257,11.0,America/Vancouver,PPLA2,no,CA,CAN,Canada,02,British Columbia,101491,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
6118158,Red Deer,Red Deer,Red Deer,Red Deer,Red Deer,Red Deer,Ред-Дир,52.26682,-113.802,856.0,America/Edmonton,PPL,no,CA,CAN,Canada,01,Alberta,100844,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
13512378,Harewood,Harewood,Harewood,Harewood,Harewood,Harewood,Harewood,49.1474,-123.94739,61.0,America/Vancouver,PPLG,national,CA,CAN,Canada,02,British Columbia,8769,,,,,,,,,,,,64610.3795,0.935,,,82.7003,1.598,25.3317,,,,,2.54
7304591,West Island,West Island,West Island,Isla oeste,West Island,West Island,West Island,-12.15681,96.82251,12.0,Indian/Cocos,PPLC,national,CC,CCK,Cocos (Keeling) Islands,,,120,,,,,,,,,,,,,,,,,,,,,,,
2657896,Zürich,Zuerich,Zurich,Zúrich,Zurich,Zurigo,Цюрих,47.36667,8.55,429.0,Europe/Zurich,PPLA,admin1,CH,CHE,Switzerland,ZH,Zurich,415367,,,,,,,,,,,,96497.6948,0.962,,,85.4615,0.6287,24.7247,,,,,4.38
2660646,Genève,Geneve,Geneva,Ginebra,Genève,Ginevra,Женева,46.20222,6.14569,400.0,Europe/Zurich,PPLA,admin1,CH,CHE,Switzerland,GE,Geneva,201741,,,,,,,,,,,,96497.6948,0.962,,,85.4615,0.6287,24.7247,,,,,4.38
2661604,Basel,Basel,Basel,Basilea,Bâle,Basilea,Базель,47.55839,7.57327,279.0,Europe/Zurich,PPLA,admin1,CH,CHE,Switzerland,BS,Basel-City,177595,,,,,,,,,,,,96497.6948,0.962,,,85.4615,0.6287,24.7247,,,,,4.38
2659994,Lausanne,Lausanne,Lausanne,Lausana,Lausanne,Losanna,Лозанна,46.516,6.63282,453.0,Europe/Zurich,PPLA,admin1,CH,CHE,Switzerland,VD,Vaud,139111,,,,,,,,,,,,96497.6948,0.962,,,85.4615,0.6287,24.7247,,,,,4.38
2661552,Bern,Bern,Bern,Berna,Berne,Berna,Берн,46.94809,7.44744,549.0,Europe/Zurich,PPLC,national,CH,CHE,Switzerland,BE,Bern,121631,,,,,,,,,,,,96497.6948,0.962,,,85.4615,0.6287,24.7247,,,,,4.38
